1.12	5.54	s1
5.54	10.54	a
10.54	16.06	b
16.06	53.54	c
53.54	79.78	d
79.78	105.16	e
105.16	112.88	f
112.88	118.32	g
118.32	124.84	h
124.84	145.62	i
145.62	152.08	j
152.08	170.9	k
170.9	179.44	l
179.44	185.14	m
185.14	193.26	n
193.26	214.74	o
214.74	220.32	p
220.32	227.98	q
227.98	230.8	r
230.8	236.46	s
236.46	240.8	t
240.8	244.56	u
244.56	257.44	v
257.44	260.58	w
260.58	264.54	x
264.54	277.4	y
277.4	286.22	z
286.22	294.1	aa
294.1	303.38	ab
303.38	317.44	ac
317.44	331.64	ad
331.64	335.86	ae
335.86	345.48	af
345.48	356.48	ag
356.48	367.58	ah
367.58	374.26	ai
374.26	378.86	aj
378.86	396.48	ak
396.48	400.9	al
400.9	409.04	am
409.04	416.92	an
416.92	424.52	ao
424.52	435.82	ap
435.82	439.02	aq
439.02	442.68	ar
442.68	445.4	as
445.4	448.98	at
448.98	451.96	au
451.96	460.18	av
460.18	468.5	aw
468.5	472.3	ax
472.3	495.02	ay
495.02	509.26	az
509.26	511.34	ba
511.34	518.48	bb
518.48	530.54	bc
530.54	543.28	bd
543.28	546.72	be
546.72	569.32	bf
569.32	575.78	bg
575.78	589.88	bh
589.88	594.84	bi
594.84	601.2	bj
601.2	605.46	bk
605.46	611.12	bl
611.12	618.86	bm
618.86	621.62	bn
621.62	633.04	bo
633.04	641.88	bp
641.88	647.02	bq
647.02	652.84	br
652.84	658.2	bs
658.2	667.18	bt
667.18	676.56	bu
676.56	682.88	bv
682.88	687.02	bw
687.02	694.84	bx
694.84	710.36	by
710.36	712.44	bz
712.44	718.7	ca
718.7	724.6	cb
724.6	733.4	cc
733.4	743.2	cd
743.2	753.88	ce
753.88	757.76	cf
757.76	761.24	cg
761.24	766.36	ch
766.36	769.56	ci
769.56	778.16	cj
778.16	781	ck
781	793.5	cl
793.5	798.06	cm
798.06	813.42	cn
813.42	819.52	co
819.52	825.36	cp
825.36	834.88	cq
834.88	839.66	cr
839.66	849.2	cs
