0.88	4.72	s1
4.72	16.94	a
16.94	25.2	b
25.2	32.42	c
32.42	36.72	d
36.72	44.44	e
44.44	55.5	f
55.5	60.32	g
60.32	64.66	h
64.66	76.36	i
76.36	96.5	j
96.5	100.16	k
100.16	106.98	l
106.98	112.44	m
112.44	121.04	n
121.04	139.8	o
139.8	146.62	p
146.62	151.04	q
151.04	154.84	r
154.84	159.26	s
159.26	173.46	t
173.46	178.34	u
178.34	188.6	v
188.6	201.8	w
201.8	208.54	x
208.54	211.34	y
211.34	225.72	z
225.72	229.42	aa
229.42	233.04	ab
233.04	240.6	ac
240.6	243.48	ad
243.48	258.22	ae
258.22	261.8	af
261.8	266.28	ag
266.28	274.98	ah
274.98	285.02	ai
285.02	287.44	aj
287.44	291.34	ak
291.34	296.14	al
296.14	306.44	am
306.44	317.12	an
317.12	323.28	ao
