0.000	5.960	s1
5.960	23.520	a
23.520	33.900	b
33.900	41.540	c
41.540	62.300	d
62.300	67.480	e
67.480	72.740	f
72.740	81.840	g
81.840	102.040	h
102.040	120.340	i
120.340	126.340	j
126.340	141.280	k
141.280	150.740	l
150.740	156.700	m
156.700	164.720	n
164.720	173.900	o
173.900	177.640	p
177.640	180.540	q
180.540	184.400	r
184.400	187.720	s
187.720	191.560	t
191.560	195.820	u
195.820	199.840	v
199.840	203.720	w
203.720	208.180	x
208.180	212.580	y
212.580	216.740	z
216.740	220.900	aa
220.900	224.580	ab
224.580	228.600	ac
228.600	232.800	ad
232.800	236.600	ae
236.600	241.800	af
241.800	245.580	ag
245.580	250.900	ah
250.900	256.280	ai
256.280	260.760	aj
260.760	265.720	ak
265.720	270.060	al
270.060	274.520	am
274.520	278.640	an
278.640	282.500	ao
282.500	286.440	ap
286.440	290.480	aq
290.480	294.440	ar
294.440	298.200	as
298.200	301.920	at
301.920	305.860	au
305.860	309.380	av
309.380	313.360	aw
313.360	317.820	ax
317.820	322.020	ay
322.020	326.100	az
326.100	330.620	ba
330.620	335.400	bb
335.400	340.740	bc
340.740	346.200	bd
346.200	350.820	be
350.820	355.200	bf
355.200	359.600	bg
359.600	364.440	bh
364.440	370.340	bi
370.340	375.760	bj
375.760	380.080	bk
380.080	385.000	bl
385.000	389.820	bm
389.820	394.520	bn
394.520	400.020	bo
400.020	406.480	bp
406.480	412.920	bq
412.920	418.620	br
418.620	423.840	bs
423.840	428.620	bt
428.620	433.520	bu
433.520	438.260	bv
438.260	443.320	bw
443.320	448.940	bx
448.940	454.840	by
454.840	460.360	bz
460.360	465.940	ca
465.940	471.800	cb
471.800	477.160	cc
477.160	481.940	cd
481.940	484.700	ce
484.700	487.380	cf
487.380	492.520	cg
492.520	497.620	ch
497.620	502.820	ci
502.820	508.000	cj
508.000	513.560	ck
513.560	519.500	cl
519.500	535.200	cm
535.200	545.100	cn
545.100	581.340	co
581.340	585.420	cp
585.420	589.660	cq
589.660	596.540	cr
596.540	621.240	cs
621.240	632.420	ct
632.420	641.680	cu
641.680	647.880	cv
647.880	649.740	cw
649.740	672.520	cx
672.520	690.360	cy
690.360	701.800	cz
701.800	710.120	da
710.120	714.060	db
714.060	716.980	dc
716.980	735.500	dd
735.500	748.940	de
748.940	757.140	df
757.140	776.340	dg
776.340	779.640	dh
779.640	781.300	di
781.300	788.700	dj
788.700	794.740	dk
794.740	804.320	dl
804.320	808.520	dm
808.520	819.180	dn
819.180	833.580	do
833.580	850.660	dp
850.660	864.900	dq
864.900	871.360	dr
871.360	877.200	ds
877.200	885.840	dt
885.840	900.920	du
900.920	904.340	dv
904.340	911.600	dw
911.600	929.420	dx
929.420	943.480	dy
943.480	958.400	dz
