0	4.04	s1
4.04	15.46	a
15.46	21.44	b
21.44	25.68	c
25.68	35.16	d
35.16	66.48	e
66.48	90.9	f
90.9	95.32	g
95.32	102.38	h
102.38	112.72	i
112.72	119.78	j
119.78	129.86	k
129.86	137.88	l
137.88	158.48	m
158.48	178.92	n
178.92	192.5	o
192.5	215.88	p
215.88	228.9	q
228.9	236.54	r
236.54	244.54	s
244.54	251.9	t
251.9	258.36	u
258.36	269.5	v
269.5	276.18	w
276.18	281.74	x
281.74	290.24	y
290.24	304.24	z
304.24	323.72	aa
323.72	336.44	ab
336.44	343.56	ac
343.56	346.62	ad
346.62	358.26	ae
358.26	362.14	af
362.14	369.86	ag
369.86	374.34	ah
374.34	390.04	ai
390.04	395.86	aj
395.86	406.6	ak
406.6	416.04	al
