0.000	7.440	s1
7.440	10.260	a
10.260	12.320	b
12.320	14.520	c
14.520	16.740	d
16.740	21.920	e
21.920	38.160	f
38.160	49.200	g
49.200	70.120	h
70.120	77.520	i
77.520	89.680	j
89.680	116.220	k
116.220	138.980	l
138.980	150.360	m
150.360	160.000	n
160.000	164.480	o
164.480	169.940	p
169.940	177.960	q
177.960	188.720	r
188.720	207.420	s
207.420	222.680	t
222.680	227.000	u
227.000	237.620	v
237.620	254.020	w
254.020	275.700	x
275.700	283.200	y
283.200	289.640	z
289.640	298.580	aa
298.580	310.760	ab
310.760	320.320	ac
320.320	337.940	ad
337.940	342.400	ae
342.400	353.160	af
353.160	360.560	ag
360.560	371.180	ah
371.180	380.440	ai
380.440	394.200	aj
394.200	420.820	ak
420.820	441.200	al
441.200	451.280	am
451.280	462.900	an
462.900	469.640	ao
469.640	476.780	ap
476.780	490.900	aq
490.900	495.280	ar
495.280	513.040	as
513.040	529.140	at
529.140	547.780	au
547.780	561.340	av
561.340	569.820	aw
569.820	580.280	ax
580.280	593.900	ay
593.900	606.840	az
