0	4.56	s1
4.56	29.4	a
29.4	38.94	b
38.94	47.38	c
47.38	60.24	d
60.24	69.28	e
69.28	82.12	f
82.12	100.5	g
100.5	113.7	h
113.7	117.9	i
117.9	125.6	j
125.6	137.76	k
137.76	147.66	l
147.66	161.08	m
161.08	193.1	n
193.1	204.24	o
204.24	210.74	p
210.74	217.08	q
217.08	229.7	r
229.7	243.74	s
243.74	252.18	t
252.18	266.28	u
266.28	273.76	v
273.76	290.66	w
290.66	308.38	x
308.38	313.36	y
313.36	329.92	z
329.92	336.96	aa
336.96	351.34	ab
351.34	355.5	ac
355.5	377.34	ad
377.34	385.12	ae
385.12	397.36	af
397.36	409.52	ag
409.52	418.68	ah
418.68	430.88	ai
430.88	441.32	aj
441.32	455.02	ak
455.02	459.16	al
459.16	470.66	am
470.66	484	an
484	496.72	ao
496.72	504.08	ap
