0.2	6.1	s1
6.1	29.56	a
29.56	43.74	b
43.74	46.94	c
46.94	52.24	d
52.24	60.04	e
60.04	68.84	f
68.84	79.48	g
79.48	93.58	h
93.58	103.24	i
103.24	112.08	j
112.08	115.36	k
115.36	120.38	l
120.38	124.54	m
124.54	130.3	n
130.3	144.74	o
144.74	157.86	p
157.86	173.42	q
173.42	176.92	r
176.92	181.02	s
181.02	198.48	t
198.48	220.08	u
220.08	231.22	v
231.22	235.9	w
235.9	241.44	x
241.44	247.2	y
247.2	266.54	z
266.54	280	aa
280	285.28	ab
285.28	289.08	ac
289.08	310.22	ad
310.22	313.9	ae
313.9	321.26	af
321.26	331.66	ag
331.66	337.24	ah
337.24	341.52	ai
341.52	349.24	aj
349.24	362.16	ak
362.16	370.24	al
370.24	382.84	am
382.84	396.14	an
396.14	403.32	ao
403.32	418	ap
418	427.58	aq
427.58	436.62	ar
436.62	447.74	as
447.74	452.52	at
452.52	467.28	au
467.28	474.04	av
474.04	478.7	aw
478.7	486.48	ax
