0	3.3	s1
3.3	12.42	a
12.42	23.4	b
23.4	26	c
26	31.32	d
31.32	37.28	e
37.28	53.64	f
53.64	59.26	g
59.26	68.64	h
68.64	73.6	i
73.6	93.06	j
93.06	101.44	k
101.44	103.42	l
103.42	106.12	m
106.12	110.16	n
110.16	112.56	o
112.56	115.12	p
115.12	120.44	q
120.44	128.62	r
128.62	132.88	s
132.88	136.68	t
136.68	139.64	u
139.64	152.46	v
152.46	163.2	w
163.2	174.2	x
174.2	183.5	y
183.5	191.54	z
191.54	196.82	aa
196.82	203.92	ab
203.92	207.86	ac
207.86	220.9	ad
220.9	234.4	ae
234.4	239.96	af
239.96	247.62	ag
247.62	254.64	ah
254.64	271.56	ai
271.56	293.12	aj
293.12	303.42	ak
303.42	314.7	al
314.7	326.58	am
326.58	331.94	an
331.94	343.8	ao
343.8	345.44	ap
345.44	354.02	aq
354.02	363.2	ar
