5.72	7.8	s1
7.8	13.54	a
13.54	23.42	b
23.42	27.72	c
27.72	36.14	d
36.14	39.58	e
39.58	41.74	f
41.74	45	g
45	49.42	h
49.42	54.86	i
54.86	57.56	j
57.56	59.56	k
59.56	68.84	l
68.84	71.06	m
71.06	73.9	n
73.9	80.92	o
80.92	85.44	p
85.44	87.96	q
87.96	90.06	r
90.06	103.22	s
103.22	105.66	t
105.66	115.82	u
115.82	118.78	v
118.78	132.16	w
132.16	140.3	x
140.3	143.4	y
143.4	145.84	z
145.84	147.88	aa
147.88	156.4	ab
156.4	166.22	ac
166.22	170.96	ad
170.96	178.26	ae
178.26	183.98	af
183.98	187.74	ag
187.74	203.06	ah
203.06	206.26	ai
206.26	209.14	aj
209.14	211.54	ak
211.54	223.58	al
223.58	225.86	am
225.86	239.1	an
239.1	241.86	ao
241.86	257.46	ap
257.46	261.14	aq
261.14	263.32	ar
263.32	275.96	as
275.96	282.92	at
282.92	285.7	au
285.7	295.5	av
295.5	304.24	aw
304.24	311.76	ax
311.76	321.4	ay
321.4	328.94	az
328.94	335.64	ba
335.64	345.68	bb
345.68	347.3	bc
347.3	351.6	bd
351.6	354.66	be
354.66	357.14	bf
357.14	359.5	bg
359.5	367.74	bh
367.74	376.2	bi
376.2	391.64	bj
391.64	396.36	bk
