0.72	5.2	s1
5.2	20.54	a
20.54	29.22	b
29.22	37.96	c
37.96	51.64	d
51.64	65.16	e
65.16	74.58	f
74.58	82.86	g
82.86	89.02	h
89.02	106.12	i
106.12	109.86	j
109.86	116.62	k
116.62	128.18	l
128.18	135.6	m
135.6	140.04	n
140.04	143.54	o
143.54	153.6	p
153.6	160.32	q
160.32	165.98	r
165.98	173.76	s
173.76	184.5	t
184.5	187.62	u
187.62	195.98	v
195.98	204.26	w
204.26	211.3	x
211.3	218.2	y
218.2	225.1	z
225.1	241.7	aa
241.7	247.36	ab
247.36	253.9	ac
253.9	256.7	ad
256.7	267.98	ae
267.98	271.42	af
271.42	278.3	ag
278.3	283.66	ah
283.66	318.9	ai
318.9	326.64	aj
326.64	336	ak
