0.000	4.340	s1
4.340	14.020	a
14.020	19.820	b
19.820	28.480	c
28.480	34.280	d
34.280	42.360	e
42.360	65.600	f
65.600	88.500	g
88.500	96.480	h
96.480	104.020	i
104.020	111.520	j
111.520	120.980	k
120.980	126.320	l
126.320	134.220	m
134.220	142.320	n
142.320	147.400	o
147.400	151.960	p
151.960	158.320	q
158.320	165.440	r
165.440	171.340	s
171.340	181.240	t
181.240	186.100	u
186.100	190.400	v
190.400	194.060	w
194.060	199.380	x
199.380	204.460	y
204.460	212.780	z
212.780	215.800	aa
215.800	229.140	ab
229.140	235.320	ac
235.320	267.000	ad
