1.04	5.46	s1
5.46	14.56	a
14.56	24.12	b
24.12	36.8	c
36.8	39.84	d
39.84	57.02	e
57.02	60.92	f
60.92	67.04	g
67.04	84.48	h
84.48	89.9	i
89.9	96.56	j
96.56	104.52	k
104.52	129.02	l
129.02	136.68	m
136.68	153.54	n
153.54	158.42	o
158.42	163.1	p
163.1	166.36	q
166.36	177.68	r
177.68	184.44	s
184.44	190.58	t
190.58	204.64	u
204.64	216.1	v
216.1	231	w
231	244.78	x
244.78	248.76	y
248.76	250.98	z
250.98	257.06	aa
257.06	260.6	ab
260.6	263.08	ac
263.08	266.62	ad
266.62	270.68	ae
270.68	274.74	af
274.74	278.36	ag
278.36	281.36	ah
281.36	284.64	ai
284.64	288	aj
288	299.12	ak
299.12	311.3	al
311.3	324.24	am
324.24	331.5	an
331.5	337.02	ao
337.02	347.28	ap
347.28	364.32	aq
364.32	369.32	ar
369.32	378.22	as
378.22	386.78	at
386.78	401.64	au
