0	4.56	s1
4.56	22	a
22	41.84	b
41.84	48.58	c
48.58	60.08	d
60.08	71.78	e
71.78	81.38	f
81.38	88.64	g
88.64	98.28	h
98.28	108.86	i
108.86	114.22	j
114.22	125.1	k
125.1	131.26	l
131.26	144.16	m
144.16	149.16	n
149.16	156.6	o
156.6	161.1	p
161.1	192.62	q
192.62	198.72	r
198.72	212.04	s
212.04	224.96	t
224.96	227.66	u
227.66	233.52	v
233.52	235.84	w
235.84	241.48	x
241.48	248.2	y
