0.000	3.300	s1
3.300	34.560	a
34.560	37.680	b
37.680	46.920	c
46.920	50.160	d
50.160	70.540	e
70.540	91.480	f
91.480	99.740	g
99.740	103.740	h
103.740	123.240	i
123.240	127.680	j
127.680	143.500	k
143.500	146.240	l
146.240	157.300	m
157.300	161.860	n
161.860	167.760	o
167.760	178.960	p
178.960	186.260	q
186.260	191.320	r
191.320	202.760	s
202.760	205.820	t
205.820	208.680	u
208.680	217.660	v
217.660	240.480	w
240.480	249.680	x
249.680	253.720	y
253.720	259.880	z
259.880	268.960	aa
268.960	281.980	ab
281.980	288.220	ac
288.220	303.720	ad
303.720	308.020	ae
308.020	310.600	af
310.600	319.040	ag
319.040	323.060	ah
323.060	332.480	ai
332.480	348.700	aj
348.700	355.840	ak
355.840	370.480	al
370.480	392.440	am
392.440	399.060	an
399.060	415.020	ao
415.020	451.600	ap
