2	8	s1
8	14.34	a
14.34	23.58	b
23.58	26.4	c
26.4	32.64	d
32.64	35.38	e
35.38	39.88	f
39.88	54.46	g
54.46	72.46	h
72.46	75.2	i
75.2	92.74	j
92.74	106.56	k
106.56	120.78	l
120.78	126.84	m
126.84	136.5	n
136.5	156.98	o
156.98	164.82	p
164.82	175.16	q
175.16	182.88	r
182.88	190.6	s
190.6	204.76	t
204.76	213.74	u
213.74	229.4	v
229.4	233.24	w
233.24	235.28	x
235.28	239.92	y
239.92	248.22	z
248.22	257.92	aa
257.92	262.24	ab
262.24	267.42	ac
267.42	271.38	ad
271.38	282.72	ae
282.72	293.6	af
293.6	306.62	ag
306.62	316.7	ah
316.7	336.52	ai
336.52	340.66	aj
340.66	348.44	ak
348.44	357.3	al
357.3	365.84	am
365.84	371	an
371	375.54	ao
375.54	394.04	ap
394.04	401.28	aq
401.28	407	ar
