0.76	5.02	s1
5.02	11.62	a
11.62	23.42	b
23.42	33.42	c
33.42	37.56	d
37.56	45.8	e
45.8	50.38	f
50.38	65.38	g
65.38	76.4	h
76.4	85.08	i
85.08	96.06	j
96.06	110.04	k
110.04	116.94	l
116.94	127.72	m
127.72	146.72	n
146.72	160.18	o
160.18	164.88	p
164.88	179.08	q
179.08	181.66	r
181.66	184.98	s
184.98	197.52	t
197.52	200.94	u
200.94	211.52	v
211.52	221.62	w
221.62	225.2	x
225.2	228.1	y
228.1	248.38	z
248.38	253.16	aa
253.16	262.52	ab
262.52	268.1	ac
268.1	286.22	ad
286.22	294.24	ae
294.24	295.9	af
295.9	306.12	ag
306.12	316.4	ah
316.4	324.14	ai
324.14	331.26	aj
331.26	336.7	ak
336.7	343	al
