0.000	7.500	s1
7.500	20.040	a
20.040	26.240	b
26.240	56.440	c
56.440	82.660	d
82.660	94.140	e
94.140	103.580	f
103.580	122.920	g
122.920	131.840	h
131.840	142.100	i
142.100	182.400	j
182.400	197.380	k
197.380	209.080	l
209.080	214.480	m
214.480	225.400	n
225.400	238.480	o
238.480	254.380	p
254.380	257.040	q
257.040	261.860	r
261.860	281.200	s
281.200	293.280	t
293.280	303.880	u
303.880	321.060	v
321.060	336.360	w
336.360	349.740	x
349.740	355.480	y
355.480	363.360	z
363.360	376.960	aa
376.960	385.040	ab
385.040	388.240	ac
388.240	398.760	ad
398.760	402.780	ae
402.780	413.360	af
413.360	415.920	ag
415.920	420.100	ah
420.100	424.340	ai
424.340	434.540	aj
434.540	438.580	ak
438.580	454.060	al
454.060	470.300	am
470.300	478.740	an
478.740	491.480	ao
491.480	502.680	ap
502.680	510.180	aq
510.180	523.080	ar
523.080	532.380	as
532.380	544.800	at
